kind,league,slot,league_rank,name,url
player,Serie A,630,607,"S. Sazonov",https://4590football.com/livescore/football/player/268728/s-sazonov
player,Ligue 1,630,607,"Hong Hyun-Seok",https://4590football.com/livescore/football/player/26519/hong-hyun-seok
player,Premier League,631,611,"Y. Wissa",https://4590football.com/livescore/football/player/20649/y-wissa
player,La Liga,631,608,"Rubén García",https://4590football.com/livescore/football/player/46658/ruben-garcia
player,Bundesliga,631,611,"A. Caci",https://4590football.com/livescore/football/player/22244/a-caci
player,Serie A,631,608,"S. Scaglia",https://4590football.com/livescore/football/player/335099/s-scaglia
player,Ligue 1,631,608,"L. Doucet",https://4590football.com/livescore/football/player/327592/l-doucet
player,Premier League,632,612,"Y. Yarmolyuk",https://4590football.com/livescore/football/player/263538/y-yarmolyuk
player,La Liga,632,609,"Rubén Sánchez",https://4590football.com/livescore/football/player/199824/ruben-sanchez
player,Bundesliga,632,612,"A. Souhmahoro",https://4590football.com/livescore/football/player/384861/a-souhmahoro
player,Serie A,632,609,"S. Scuffet",https://4590football.com/livescore/football/player/50054/s-scuffet
player,Ligue 1,632,609,"N. Buayi-Kiala",https://4590football.com/livescore/football/player/335064/n-buayi-kiala
player,Premier League,633,613,"Yeremy Pino",https://4590football.com/livescore/football/player/184226/yeremy-pino
player,La Liga,633,610,"Rubo Iranzo",https://4590football.com/livescore/football/player/315701/rubo-iranzo
player,Bundesliga,633,613,"M. Angely",https://4590football.com/livescore/football/player/449714/m-angely
player,Serie A,633,610,"S. Serdar",https://4590football.com/livescore/football/player/418/s-serdar
player,Ligue 1,633,610,"M. Mbaye",https://4590football.com/livescore/football/player/403883/m-mbaye
player,Premier League,634,614,"Z. Abbott",https://4590football.com/livescore/football/player/329357/z-abbott
player,La Liga,634,611,"Ruíz de Galarreta",https://4590football.com/livescore/football/player/47007/ruiz-de-galarreta
player,Bundesliga,634,614,"K. Schopp",https://4590football.com/livescore/football/player/414161/k-schopp
player,Serie A,634,611,"S. Sohm",https://4590football.com/livescore/football/player/1014/s-sohm
player,Ligue 1,634,611,"A. Harit",https://4590football.com/livescore/football/player/412/a-harit
player,Premier League,635,615,"Z. Blake",https://4590football.com/livescore/football/player/383771/z-blake
player,La Liga,635,612,"S. Amrabat",https://4590football.com/livescore/football/player/74/s-amrabat
player,Bundesliga,635,615,"S. Boey",https://4590football.com/livescore/football/player/2195/s-boey
player,Serie A,635,612,"S. Turati",https://4590football.com/livescore/football/player/30519/s-turati
player,Ligue 1,635,612,"N. Schmidt",https://4590football.com/livescore/football/player/25533/n-schmidt
player,Premier League,636,616,"Z. Flemming",https://4590football.com/livescore/football/player/36927/z-flemming
player,La Liga,636,613,"S. Boselli",https://4590football.com/livescore/football/player/316516/s-boselli
player,Bundesliga,636,616,"J. Gazibegović",https://4590football.com/livescore/football/player/7319/j-gazibegovi
player,Serie A,636,613,"S. Walukiewicz",https://4590football.com/livescore/football/player/40582/s-walukiewicz
player,Ligue 1,636,613,"I. Bouneb",https://4590football.com/livescore/football/player/395765/i-bouneb
player,Premier League,637,617,"F. Umeh",https://4590football.com/livescore/football/player/340136/f-umeh
player,La Liga,637,614,"S. Colombatto",https://4590football.com/livescore/football/player/30927/s-colombatto
player,Bundesliga,637,617,"K. Machida",https://4590football.com/livescore/football/player/33067/k-machida
player,Serie A,637,614,"Saúl Coco",https://4590football.com/livescore/football/player/122468/saul-coco
player,Ligue 1,637,614,"J. Diazongua Nfinigui",https://4590football.com/livescore/football/player/327548/j-diazongua-nfinigui
player,Premier League,638,618,"Z. Amdouni",https://4590football.com/livescore/football/player/123469/z-amdouni
player,La Liga,638,615,"S. Dimitrievski",https://4590football.com/livescore/football/player/47527/s-dimitrievski
player,Bundesliga,638,618,"Kessy Setigui Fabou Coulibaly",https://4590football.com/livescore/football/player/282566/kessy-setigui-fabou-coulibaly
player,Serie A,638,615,"Sergi Roberto",https://4590football.com/livescore/football/player/137/sergi-roberto
player,Ligue 1,638,615,"A. Diallo",https://4590football.com/livescore/football/player/438816/a-diallo
player,Premier League,639,619,"J. Danns",https://4590football.com/livescore/football/player/314661/j-danns
player,La Liga,639,616,"S. Mouriño",https://4590football.com/livescore/football/player/311773/s-mourino
player,Bundesliga,639,619,"Maxim Bora Dal",https://4590football.com/livescore/football/player/394735/maxim-bora-dal
player,Serie A,639,616,"T. Baldanzi",https://4590football.com/livescore/football/player/288769/t-baldanzi
player,Ligue 1,639,616,"G. Zohouri",https://4590football.com/livescore/football/player/451961/g-zohouri
player,Premier League,640,620,"Matheus França",https://4590football.com/livescore/football/player/311157/matheus-franca
player,La Liga,640,617,"S. Sanchez",https://4590football.com/livescore/football/player/568156/s-sanchez
player,Bundesliga,640,620,"Oluwaseun God Power Osaro Ogbemudia",https://4590football.com/livescore/football/player/412847/oluwaseun-god-power-osaro-ogbemudia
player,Serie A,640,617,"T. Barbieri",https://4590football.com/livescore/football/player/126980/t-barbieri
player,Ligue 1,640,617,"A. Sishuba",https://4590football.com/livescore/football/player/352999/a-sishuba
player,Premier League,641,621,"M. Obafemi",https://4590football.com/livescore/football/player/18957/m-obafemi
player,La Liga,641,618,"Salvador Esquivel",https://4590football.com/livescore/football/player/393198/salvador-esquivel
player,Bundesliga,641,621,"Neo Telle",https://4590football.com/livescore/football/player/380860/neo-telle
player,Serie A,641,618,"T. Bašić",https://4590football.com/livescore/football/player/1266/t-bai
player,Ligue 1,641,618,"H. Mbock",https://4590football.com/livescore/football/player/129680/h-mbock
player,Premier League,642,622,"T. Watson",https://4590football.com/livescore/football/player/329369/t-watson
player,La Liga,642,619,"Samu Becerra",https://4590football.com/livescore/football/player/439633/samu-becerra
player,Bundesliga,642,622,"Y. Lührs",https://4590football.com/livescore/football/player/203269/y-luhrs
player,Serie A,642,619,"T. Dallinga",https://4590football.com/livescore/football/player/93016/t-dallinga
player,Ligue 1,642,619,"G. Oualengbe",https://4590football.com/livescore/football/player/368894/g-oualengbe
player,Premier League,643,623,"L. Dobbin",https://4590football.com/livescore/football/player/153425/l-dobbin
player,La Liga,643,620,"Samú Costa",https://4590football.com/livescore/football/player/190485/samu-costa
player,Bundesliga,643,623,"L. Paqarada",https://4590football.com/livescore/football/player/25178/l-paqarada
player,Serie A,643,620,"T. Douvikas",https://4590football.com/livescore/football/player/26845/t-douvikas
player,Ligue 1,643,620,"R. Nzingoula",https://4590football.com/livescore/football/player/387120/r-nzingoula
player,Premier League,644,624,"L. Sinisterra",https://4590football.com/livescore/football/player/37161/l-sinisterra
player,La Liga,644,621,"Santi Cazorla",https://4590football.com/livescore/football/player/1695/santi-cazorla
player,Bundesliga,644,624,"Rogério",https://4590football.com/livescore/football/player/30527/rogerio
player,Serie A,644,621,"T. Gabellini",https://4590football.com/livescore/football/player/437088/t-gabellini
player,Ligue 1,644,621,"Wassim Slama",https://4590football.com/livescore/football/player/493032/wassim-slama
player,Premier League,645,625,"S. Kalajdzic",https://4590football.com/livescore/football/player/7722/s-kalajdzic
player,La Liga,645,622,"Santi Comesaña",https://4590football.com/livescore/football/player/47541/santi-comesana
player,Bundesliga,645,625,"K. Müller",https://4590football.com/livescore/football/player/24893/k-muller
player,Serie A,645,622,"T. Heggem",https://4590football.com/livescore/football/player/39254/t-heggem
player,Ligue 1,645,622,"Y. Benhattab",https://4590football.com/livescore/football/player/197771/y-benhattab
player,Premier League,646,626,"Deivid Washington",https://4590football.com/livescore/football/player/415001/deivid-washington
player,La Liga,646,623,"Sergi Altimira",https://4590football.com/livescore/football/player/286084/sergi-altimira
player,Bundesliga,646,626,"L. Petersson",https://4590football.com/livescore/football/player/288097/l-petersson
player,Serie A,646,623,"T. Koopmeiners",https://4590football.com/livescore/football/player/36899/t-koopmeiners
player,Ligue 1,646,623,"J. Mvuka",https://4590football.com/livescore/football/player/158551/j-mvuka
player,Premier League,647,627,"Ismeal Kabia",https://4590football.com/livescore/football/player/407033/ismeal-kabia
player,La Liga,647,624,"Sergi Cardona",https://4590football.com/livescore/football/player/70500/sergi-cardona
player,Bundesliga,647,627,"S. Spari",https://4590football.com/livescore/football/player/203324/s-spari
player,Serie A,647,624,"T. Kristensen",https://4590football.com/livescore/football/player/281495/t-kristensen
player,Ligue 1,647,624,"D. Zema",https://4590football.com/livescore/football/player/510830/d-zema
player,Premier League,648,628,"Jota Silva",https://4590football.com/livescore/football/player/141901/jota-silva
player,La Liga,648,625,"Sergio Camello",https://4590football.com/livescore/football/player/52/sergio-camello
player,Bundesliga,648,628,"J. Zieliński",https://4590football.com/livescore/football/player/442629/j-zieliski
player,Serie A,648,625,"T. Macchioni",https://4590football.com/livescore/football/player/613352/t-macchioni
player,Ligue 1,648,625,"J. El Baraka",https://4590football.com/livescore/football/player/454765/j-el-baraka
player,Premier League,649,629,"Isaac Heath",https://4590football.com/livescore/football/player/296664/isaac-heath
player,La Liga,649,626,"Sergio Carreira",https://4590football.com/livescore/football/player/157988/sergio-carreira
player,Bundesliga,649,629,"C. Poppelbaum",https://4590football.com/livescore/football/player/458593/c-poppelbaum
player,Serie A,649,626,"T. Muharemović",https://4590football.com/livescore/football/player/271350/t-muharemovi
player,Ligue 1,649,626,"M. Bentoumi",https://4590football.com/livescore/football/player/392584/m-bentoumi
player,Premier League,650,630,"N. Rusyn",https://4590football.com/livescore/football/player/2186/n-rusyn
player,La Liga,650,627,"Sergio Esteban",https://4590football.com/livescore/football/player/491091/sergio-esteban
player,Bundesliga,650,630,"Fernando Dickes",https://4590football.com/livescore/football/player/416268/fernando-dickes
player,Serie A,650,627,"T. Noslin",https://4590football.com/livescore/football/player/133729/t-noslin
player,Ligue 1,650,627,"M. Ngangué",https://4590football.com/livescore/football/player/456764/m-ngangue
player,Premier League,651,631,"Gustavo Gomes",https://4590football.com/livescore/football/player/427736/gustavo-gomes
player,La Liga,651,628,"Sergio Gómez",https://4590football.com/livescore/football/player/23/sergio-gomez
player,Bundesliga,651,631,"S. Smarkalev",https://4590football.com/livescore/football/player/375806/s-smarkalev
player,Serie A,651,628,"T. Pobega",https://4590football.com/livescore/football/player/31273/t-pobega
player,Ligue 1,651,628,"M. Saka",https://4590football.com/livescore/football/player/461463/m-saka
player,Premier League,652,632,"Tom Tweedy",https://4590football.com/livescore/football/player/339259/tom-tweedy
player,La Liga,652,629,"Sergio Herrera",https://4590football.com/livescore/football/player/46646/sergio-herrera
player,Bundesliga,652,632,"Y. Stein",https://4590football.com/livescore/football/player/286728/y-stein
player,Serie A,652,629,"T. Slotsager",https://4590football.com/livescore/football/player/368129/t-slotsager
player,Ligue 1,652,629,"P. Akouokou",https://4590football.com/livescore/football/player/1568/p-akouokou
player,Premier League,653,633,"D. Scarlett",https://4590football.com/livescore/football/player/162552/d-scarlett
player,La Liga,653,630,"Sergio Mestre",https://4590football.com/livescore/football/player/386872/sergio-mestre
player,Bundesliga,653,633,"J. Debrah",https://4590football.com/livescore/football/player/550361/j-debrah
player,Serie A,653,630,"T. Suslov",https://4590football.com/livescore/football/player/194837/t-suslov
player,Ligue 1,653,630,"Renato Sanches",https://4590football.com/livescore/football/player/513/renato-sanches
player,Premier League,654,634,"H. Gray",https://4590football.com/livescore/football/player/443634/h-gray
player,La Liga,654,631,"Sivera",https://4590football.com/livescore/football/player/47353/sivera
player,Bundesliga,654,634,"F. Balde",https://4590football.com/livescore/football/player/551352/f-balde
